,sentence,tokens,labels
864,picked bergamotsandlewood scent found pleasantly earthy scent may described leaning little towards masculine not decidedly .,"['picked', 'bergamotsandlewood', 'scent', 'found', 'pleasantly', 'earthy', 'scent', 'may', 'described', 'leaning', 'little', 'towards', 'masculine', 'not', 'decidedly', '.']","['O', 'B_BR', 'B-SC-POS', 'O', 'I-SC-POS', 'O', 'I-SC-POS', 'O', 'O', 'O', 'O', 'O', 'B-VP-POS', 'O', 'O', 'O']"
865,soap cleans well didnt notice moisturizing properties wasnt shopping feature rinses completely without leaving film .,"['soap', 'cleans', 'well', 'didnt', 'notice', 'moisturizing', 'properties', 'wasnt', 'shopping', 'feature', 'rinses', 'completely', 'without', 'leaving', 'film', '.']","['O', 'O', 'O', 'O', 'O', 'B-SE-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
866,leaves nice subtle remnant scent .,"['leaves', 'nice', 'subtle', 'remnant', 'scent', '.']","['I_PT', 'O', 'O', 'O', 'I-SC-POS', 'O']"
867,problem experienced pump mechanism second bottle get two two bottles didnt function already thrown first one made getting product bottle little cumbersome shower .,"['problem', 'experienced', 'pump', 'mechanism', 'second', 'bottle', 'get', 'two', 'two', 'bottles', 'didnt', 'function', 'already', 'thrown', 'first', 'one', 'made', 'getting', 'product', 'bottle', 'little', 'cumbersome', 'shower', '.']","['O', 'O', 'B-PK-POS', 'O', 'O', 'I-PK-POS', 'O', 'O', 'I-PK-POS', 'I-PK-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I_PT', 'I-PK-POS', 'O', 'I_PT', 'I_PT', 'I_PT']"
868,think probably oneoff given quality packaging product ensure pumps work upon arrival next time .,"['think', 'probably', 'oneoff', 'given', 'quality', 'packaging', 'product', 'ensure', 'pumps', 'work', 'upon', 'arrival', 'next', 'time', '.']","['O', 'O', 'O', 'O', 'B-QU-POS', 'B-QU-POS', 'I_PT', 'O', 'I-PK-POS', 'O', 'O', 'O', 'O', 'O', 'O']"
869,great productcheck pump mechanism upon arrival,"['great', 'productcheck', 'pump', 'mechanism', 'upon', 'arrival']","['O', 'I_PT', 'I-PK-POS', 'O', 'O', 'O']"
870,im not entirely certain others able smell pleasant grapefruit scent many discussed reviews .,"['im', 'not', 'entirely', 'certain', 'others', 'able', 'smell', 'pleasant', 'grapefruit', 'scent', 'many', 'discussed', 'reviews', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-SC-POS', 'O', 'I-SC-POS', 'I-SC-POS', 'O', 'O', 'O', 'O']"
871,no pleasant smell .,"['no', 'pleasant', 'smell', '.']","['O', 'B-SC-NEG', 'B-SC-NEG', 'B-SC-NEG']"
872,didnt like dry irritated skin ive immediately showering gel last days .,"['didnt', 'like', 'dry', 'irritated', 'skin', 'ive', 'immediately', 'showering', 'gel', 'last', 'days', '.']","['O', 'O', 'B-HY-NEG', 'O', 'B_BP', 'O', 'O', 'B_PT', 'B_PT', 'O', 'O', 'O']"
873,different body chemistries cant fault manufacturer evidently strives produce eco friendly product applaud .,"['different', 'body', 'chemistries', 'cant', 'fault', 'manufacturer', 'evidently', 'strives', 'produce', 'eco', 'friendly', 'product', 'applaud', '.']","['O', 'I_BP', 'B_IN', 'O', 'O', 'O', 'O', 'O', 'O', 'I_PT', 'I_PT', 'I_PT', 'O', 'O']"
874,product isnt .,"['product', 'isnt', '.']","['I_PT', 'O', 'O']"
875,gave two stars feel mislead grapefruitcitrus scent.lastly yet another amazon reseller send unsolicited emails purchase requesting positive reviews amazon .,"['gave', 'two', 'stars', 'feel', 'mislead', 'grapefruitcitrus', 'scent.lastly', 'yet', 'another', 'amazon', 'reseller', 'send', 'unsolicited', 'emails', 'purchase', 'requesting', 'positive', 'reviews', 'amazon', '.']","['O', 'I_PT', 'I_PT', 'O', 'O', 'B-SC-NEG', 'B-SC-NEG', 'O', 'O', 'B_BR', 'O', 'O', 'B_BR', 'O', 'O', 'O', 'O', 'O', 'B_BR', 'O']"
876,practice amazon needs begin regulating .,"['practice', 'amazon', 'needs', 'begin', 'regulating', '.']","['O', 'B_BR', 'O', 'O', 'O', 'O']"
877,therefore please take reviews grain salt.updated november 4 2014i changed review two five stars .,"['therefore', 'please', 'take', 'reviews', 'grain', 'salt.updated', 'november', '4', '2014i', 'changed', 'review', 'two', 'five', 'stars', '.']","['O', 'O', 'O', 'O', 'O', 'I_IN', 'O', 'O', 'O', 'O', 'O', 'I_PT', 'I_PT', 'I_PT', 'O']"
878,hippie husband hates waste added drops natural antifungal tea tree oil body wash. live unusual environment 8000 feet fungus problem .,"['hippie', 'husband', 'hates', 'waste', 'added', 'drops', 'natural', 'antifungal', 'tea', 'tree', 'oil', 'body', 'wash.', 'live', 'unusual', 'environment', '8000', 'feet', 'fungus', 'problem', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-SE-POS', 'I_PT', 'I_PT', 'I_IN', 'I_PT', 'I_PT', 'O', 'O', 'O', 'O', 'O', 'B-SE-NEG', 'O', 'O']"
879,encouraged give modified body wash tries .,"['encouraged', 'give', 'modified', 'body', 'wash', 'tries', '.']","['O', 'O', 'O', 'I_PT', 'I_PT', 'O', 'O']"
880,skin still remains irritated shower noticed improvement general body odor hairy celtic jew ive noticed improvement general body acne .,"['skin', 'still', 'remains', 'irritated', 'shower', 'noticed', 'improvement', 'general', 'body', 'odor', 'hairy', 'celtic', 'jew', 'ive', 'noticed', 'improvement', 'general', 'body', 'acne', '.']","['I_BP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I_BP', 'I-SC-POS', 'I_BP', 'I_BR', 'I_BR', 'O', 'O', 'O', 'O', 'I_BP', 'B-VP-NEG', 'O']"
881,thus ive ordered second bottle revised initial review .,"['thus', 'ive', 'ordered', 'second', 'bottle', 'revised', 'initial', 'review', '.']","['O', 'O', 'O', 'B-PK-POS', 'B-PK-POS', 'O', 'O', 'O', 'O']"
882,still cant smell citrus second bottle time around im not purchasing body wash pleasant scent .,"['still', 'cant', 'smell', 'citrus', 'second', 'bottle', 'time', 'around', 'im', 'not', 'purchasing', 'body', 'wash', 'pleasant', 'scent', '.']","['O', 'O', 'I-SC-NEG', 'I-SC-NEG', 'I-PK-POS', 'I-PK-POS', 'O', 'O', 'O', 'O', 'O', 'I_PT', 'I_PT', 'O', 'I-SC-POS', 'O']"
883,didnt like dry irritated skin ive immediately .,"['didnt', 'like', 'dry', 'irritated', 'skin', 'ive', 'immediately', '.']","['O', 'O', 'B-HY-NEG', 'O', 'I_BP', 'O', 'O', 'O']"
884,ive puracy sea salt citrus subscribe save list long time one body washes doesnt irritate eczema prone skin.i noticed today company quietly went 16 oz bottles 12 oz price increased 5 2pack .,"['ive', 'puracy', 'sea', 'salt', 'citrus', 'subscribe', 'save', 'list', 'long', 'time', 'one', 'body', 'washes', 'doesnt', 'irritate', 'eczema', 'prone', 'skin.i', 'noticed', 'today', 'company', 'quietly', 'went', '16', 'oz', 'bottles', '12', 'oz', 'price', 'increased', '5', '2pack', '.']","['O', 'O', 'B_PT', 'B_PT', 'I_PT', 'O', 'O', 'O', 'B-DU-POS', 'B-DU-POS', 'O', 'I_PT', 'I_PT', 'O', 'O', 'B_BR', 'B_BR', 'B_BP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PK-POS', 'O', 'O', 'B-PE-NEG', 'O', 'O', 'O', 'O']"
885,usually one either quantity decreased price remains size remains price goes .,"['usually', 'one', 'either', 'quantity', 'decreased', 'price', 'remains', 'size', 'remains', 'price', 'goes', '.']","['O', 'O', 'O', 'B-QU-POS', 'O', 'I-PE-NEG', 'O', 'I-PE-NEG', 'I-PE-NEG', 'I-PE-NEG', 'I-PE-NEG', 'O']"
886,puracy bam doublewhammy oh change design label .,"['puracy', 'bam', 'doublewhammy', 'oh', 'change', 'design', 'label', '.']","['I_PT', 'I_PT', 'B_IN', 'O', 'O', 'O', 'O', 'O']"
887,font looks arguably fancier instead pump get flip cap .,"['font', 'looks', 'arguably', 'fancier', 'instead', 'pump', 'get', 'flip', 'cap', '.']","['O', 'O', 'O', 'O', 'O', 'B-PK-POS', 'O', 'O', 'I-PK-POS', 'O']"
888,ingredients list small cant even see whether theres changes well .,"['ingredients', 'list', 'small', 'cant', 'even', 'see', 'whether', 'theres', 'changes', 'well', '.']","['I_IN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
889,good product sneaky company,"['good', 'product', 'sneaky', 'company']","['O', 'I_PT', 'I_BR', 'I_BR']"
890,usually refrain negative reviews exteme buyers need aware trusted business brand .,"['usually', 'refrain', 'negative', 'reviews', 'exteme', 'buyers', 'need', 'aware', 'trusted', 'business', 'brand', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_BR', 'B_BR', 'O']"
891,noticed like unethical businesses seems like good brand also decided learn bad ideas corporations shrinkflation increase profits.oder historyjuly 2017 2 bottles 16 oz fro 21july 21 2 bottles 16 oz 23may 2024 2 bottles 12 oz .,"['noticed', 'like', 'unethical', 'businesses', 'seems', 'like', 'good', 'brand', 'also', 'decided', 'learn', 'bad', 'ideas', 'corporations', 'shrinkflation', 'increase', 'profits.oder', 'historyjuly', '2017', '2', 'bottles', '16', 'oz', 'fro', '21july', '21', '2', 'bottles', '16', 'oz', '23may', '2024', '2', 'bottles', '12', 'oz', '.']","['O', 'O', 'I_BR', 'I_BR', 'O', 'O', 'I_BR', 'I_BR', 'O', 'O', 'O', 'O', 'O', 'O', 'I_BR', 'O', 'B-SC-POS', 'O', 'O', 'O', 'B-PK-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'I-PK-POS', 'O', 'O', 'O', 'O', 'O', 'I-PK-POS', 'O', 'O', 'O']"
892,26.i understand regular inflation imapct price .,"['26.i', 'understand', 'regular', 'inflation', 'imapct', 'price', '.']","['O', 'O', 'O', 'O', 'O', 'B-PE-POS', 'O']"
893,complaint not price increase tricking customers shrinkflation .,"['complaint', 'not', 'price', 'increase', 'tricking', 'customers', 'shrinkflation', '.']","['O', 'B-PE-NEG', 'B-PE-NEG', 'B-PE-NEG', 'O', 'O', 'I_BR', 'O']"
894,price increase 13 25 less product .,"['price', 'increase', '13', '25', 'less', 'product', '.']","['I-PE-POS', 'I-PE-POS', 'O', 'O', 'O', 'I_PT', 'O']"
895,50.this not accounting product lot thinner feels like half thick before.search good quality ethical business disappointed major shrinkflation 25 less quantity lot thinner diluted,"['50.this', 'not', 'accounting', 'product', 'lot', 'thinner', 'feels', 'like', 'half', 'thick', 'before.search', 'good', 'quality', 'ethical', 'business', 'disappointed', 'major', 'shrinkflation', '25', 'less', 'quantity', 'lot', 'thinner', 'diluted']","['O', 'O', 'O', 'I_PT', 'O', 'B-TX-POS', 'O', 'O', 'B-TX-NEG', 'B-TX-NEG', 'O', 'B-QU-POS', 'B-QU-POS', 'I_BR', 'I_BR', 'O', 'O', 'I_BR', 'O', 'B-QU-NEG', 'B-QU-NEG', 'O', 'I-TX-POS', 'O']"
896,sensitive strong smells like cant recommend this.i love almost puracy products ive tried lavendergrapefruit baby lotion lavendervanilla foaming hand soap toilet spray particular actually smell like claim smell like like lavender vanilla example .,"['sensitive', 'strong', 'smells', 'like', 'cant', 'recommend', 'this.i', 'love', 'almost', 'puracy', 'products', 'ive', 'tried', 'lavendergrapefruit', 'baby', 'lotion', 'lavendervanilla', 'foaming', 'hand', 'soap', 'toilet', 'spray', 'particular', 'actually', 'smell', 'like', 'claim', 'smell', 'like', 'like', 'lavender', 'vanilla', 'example', '.']","['B-SE-POS', 'O', 'B-SC-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'B_PT', 'O', 'O', 'B_BR', 'O', 'I_PT', 'I_BR', 'B-TX-POS', 'B_BP', 'I_PT', 'I_PT', 'I_PT', 'O', 'O', 'I-SC-POS', 'O', 'O', 'I-SC-POS', 'I-SC-POS', 'I-SC-POS', 'I-SC-POS', 'I-SC-POS', 'O', 'O']"
897,shocked smelled body wash. not smell like citrus .,"['shocked', 'smelled', 'body', 'wash.', 'not', 'smell', 'like', 'citrus', '.']","['O', 'I-SC-POS', 'I_PT', 'I_PT', 'O', 'B-SC-NEG', 'B-SC-NEG', 'B-SC-NEG', 'O']"
898,extremely sensitive smells natural fragrance ingredient list not work all.however customer service excellent .,"['extremely', 'sensitive', 'smells', 'natural', 'fragrance', 'ingredient', 'list', 'not', 'work', 'all.however', 'customer', 'service', 'excellent', '.']","['O', 'I-SC-NEG', 'I-SC-NEG', 'I-SC-NEG', 'I-SC-NEG', 'I_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
899,obviously stand products .,"['obviously', 'stand', 'products', '.']","['O', 'O', 'I_PT', 'O']"
900,also explained natural fragrance fact natural derived essential oils floral extracts plantbased aromaproducing ingredients nothing synthetic chemical .,"['also', 'explained', 'natural', 'fragrance', 'fact', 'natural', 'derived', 'essential', 'oils', 'floral', 'extracts', 'plantbased', 'aromaproducing', 'ingredients', 'nothing', 'synthetic', 'chemical', '.']","['O', 'O', 'I-SC-POS', 'I-SC-POS', 'O', 'O', 'O', 'O', 'B_IN', 'B_IN', 'B_IN', 'B_IN', 'B_IN', 'O', 'O', 'B_IN', 'B_IN', 'O']"
901,dont give away exact ingredients since proprietary blend understand .,"['dont', 'give', 'away', 'exact', 'ingredients', 'since', 'proprietary', 'blend', 'understand', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B_IN', 'B_IN', 'O', 'O']"
902,also said new scents bodywash coming soon maybe better us overly sensitive noses .,"['also', 'said', 'new', 'scents', 'bodywash', 'coming', 'soon', 'maybe', 'better', 'us', 'overly', 'sensitive', 'noses', '.']","['O', 'O', 'O', 'I-SC-POS', 'I_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'I-SC-POS', 'B_BP', 'O']"
903,thought trying baby wash ultimately decided .,"['thought', 'trying', 'baby', 'wash', 'ultimately', 'decided', '.']","['O', 'O', 'I_PT', 'I_PT', 'O', 'O', 'O']"
904,continue buying foaming hand soap baby lotion toilet spray indefinitely unless change something .,"['continue', 'buying', 'foaming', 'hand', 'soap', 'baby', 'lotion', 'toilet', 'spray', 'indefinitely', 'unless', 'change', 'something', '.']","['O', 'O', 'B-TX-POS', 'I_BP', 'I_PT', 'I_PT', 'I_PT', 'I_PT', 'I_PT', 'O', 'O', 'O', 'O', 'O']"
905,shampoo conditioner smells pretty strong not nearly bad doesnt natural fragrance makes hair look feel amazing .,"['shampoo', 'conditioner', 'smells', 'pretty', 'strong', 'not', 'nearly', 'bad', 'doesnt', 'natural', 'fragrance', 'makes', 'hair', 'look', 'feel', 'amazing', '.']","['I_PT', 'I_PT', 'I-SC-POS', 'I-SC-POS', 'O', 'O', 'O', 'O', 'O', 'I-SC-POS', 'I-SC-POS', 'O', 'O', 'O', 'O', 'O', 'O']"
906,bought big refills products probably continue .,"['bought', 'big', 'refills', 'products', 'probably', 'continue', '.']","['O', 'O', 'O', 'I_PT', 'O', 'O', 'O']"
907,dont like smell customer service excellent,"['dont', 'like', 'smell', 'customer', 'service', 'excellent']","['O', 'O', 'I-SC-NEG', 'O', 'O', 'O']"
908,ive used nearly 7 months pregnancy wanted something wouldnt harmful bodywash wasnt full chemicals .,"['ive', 'used', 'nearly', '7', 'months', 'pregnancy', 'wanted', 'something', 'wouldnt', 'harmful', 'bodywash', 'wasnt', 'full', 'chemicals', '.']","['O', 'O', 'O', 'O', 'B-QU-POS', 'B-QU-POS', 'O', 'O', 'O', 'O', 'B_PT', 'B_PT', 'O', 'B_IN', 'O']"
909,moisturizing well .,"['moisturizing', 'well', '.']","['B-SE-POS', 'O', 'O']"
910,scent isnt strong im okay .,"['scent', 'isnt', 'strong', 'im', 'okay', '.']","['B-SC-POS', 'O', 'O', 'O', 'O', 'O']"
911,also lasts long time love much gotten body wash lotion baby well puracy cleaning product line absolutely love well .,"['also', 'lasts', 'long', 'time', 'love', 'much', 'gotten', 'body', 'wash', 'lotion', 'baby', 'well', 'puracy', 'cleaning', 'product', 'line', 'absolutely', 'love', 'well', '.']","['O', 'B-DU-POS', 'B-DU-POS', 'B-DU-POS', 'O', 'O', 'O', 'I_PT', 'I_PT', 'I_PT', 'O', 'O', 'I_PT', 'I_PT', 'I_PT', 'O', 'O', 'O', 'O', 'O']"
912,thing dislike pumps snapbreak quite easily still would give 10 stars possible due quality product definitely suggest product youre looking natural body wash pregnant sensitive skin simply wanting try different body wash. great natural body wash pregnancy,"['thing', 'dislike', 'pumps', 'snapbreak', 'quite', 'easily', 'still', 'would', 'give', '10', 'stars', 'possible', 'due', 'quality', 'product', 'definitely', 'suggest', 'product', 'youre', 'looking', 'natural', 'body', 'wash', 'pregnant', 'sensitive', 'skin', 'simply', 'wanting', 'try', 'different', 'body', 'wash.', 'great', 'natural', 'body', 'wash', 'pregnancy']","['O', 'O', 'B-PK-NEG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QU-POS', 'B-QU-POS', 'O', 'O', 'O', 'I_PT', 'O', 'O', 'I_PT', 'I_PT', 'I_PT', 'O', 'I-SE-POS', 'B_BP', 'O', 'O', 'O', 'O', 'I_PT', 'I_PT', 'O', 'I_PT', 'I_PT', 'I_PT', 'O']"
913,really like body wash. sensitive skin also sensitive strong smells .,"['really', 'like', 'body', 'wash.', 'sensitive', 'skin', 'also', 'sensitive', 'strong', 'smells', '.']","['O', 'O', 'B_PT', 'B_PT', 'B-SE-POS', 'B_BP', 'O', 'B-SE-POS', 'B-SE-POS', 'B-SE-POS', 'O']"
914,many body products smell like chemicals leave skin feeling dry itchy .,"['many', 'body', 'products', 'smell', 'like', 'chemicals', 'leave', 'skin', 'feeling', 'dry', 'itchy', '.']","['O', 'I_BP', 'I_BP', 'I-SE-POS', 'O', 'B_IN', 'B_IN', 'I_BP', 'O', 'B-HY-NEG', 'B-HY-NEG', 'O']"
915,product light fresh scent doesnt linger interfere perfume .,"['product', 'light', 'fresh', 'scent', 'doesnt', 'linger', 'interfere', 'perfume', '.']","['I_PT', 'I_PT', 'B-SC-POS', 'B-SC-POS', 'O', 'O', 'O', 'I-SC-POS', 'O']"
916,skin feels clean soft not stripped natural oils .,"['skin', 'feels', 'clean', 'soft', 'not', 'stripped', 'natural', 'oils', '.']","['I_BP', 'O', 'O', 'B-TX-POS', 'O', 'O', 'B_IN', 'B_IN', 'O']"
917,neither daughter nor adverse reactions using body wash. lathers beautifully purchase .,"['neither', 'daughter', 'nor', 'adverse', 'reactions', 'using', 'body', 'wash.', 'lathers', 'beautifully', 'purchase', '.']","['I_PT', 'I_PT', 'I_PT', 'I_PT', 'I_PT', 'I_PT', 'I_PT', 'I_PT', 'O', 'O', 'O', 'O']"
918,great sensitive skin,"['great', 'sensitive', 'skin']","['O', 'I-SE-POS', 'I-SE-POS']"
919,good product dont expect miracles .,"['good', 'product', 'dont', 'expect', 'miracles', '.']","['O', 'B_PT', 'O', 'O', 'O', 'O']"
920,seems like nothing changed compared using typical big brand mens body washes suave old spice axe etc eczema didnt clear still get dry skin cold weather still dry spots .,"['seems', 'like', 'nothing', 'changed', 'compared', 'using', 'typical', 'big', 'brand', 'mens', 'body', 'washes', 'suave', 'old', 'spice', 'axe', 'etc', 'eczema', 'didnt', 'clear', 'still', 'get', 'dry', 'skin', 'cold', 'weather', 'still', 'dry', 'spots', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_BR', 'B_BR', 'O', 'I_PT', 'I_PT', 'I_BR', 'I_BR', 'I_BR', 'I_BR', 'O', 'I_BR', 'O', 'O', 'O', 'O', 'B-HY-NEG', 'B_BP', 'B_SW', 'B_SW', 'O', 'I-HY-NEG', 'O', 'O']"
921,along lines no worse big brand body washes too.prosall natural ingredients suppose better us list ingredients.it isnt super perfumed lathers like body washes.overall pros enough keep buying refills .,"['along', 'lines', 'no', 'worse', 'big', 'brand', 'body', 'washes', 'too.prosall', 'natural', 'ingredients', 'suppose', 'better', 'us', 'list', 'ingredients.it', 'isnt', 'super', 'perfumed', 'lathers', 'like', 'body', 'washes.overall', 'pros', 'enough', 'keep', 'buying', 'refills', '.']","['O', 'B-EF-POS', 'O', 'O', 'I_BR', 'I_BR', 'I_PT', 'I_PT', 'O', 'B_IN', 'B_IN', 'O', 'O', 'O', 'O', 'I_IN', 'O', 'O', 'B-SC-POS', 'B-SC-POS', 'O', 'I_PT', 'I_PT', 'O', 'O', 'O', 'O', 'I_PT', 'O']"
922,would recommend product .,"['would', 'recommend', 'product', '.']","['O', 'O', 'I_PT', 'O']"
923,good product dont expect miracles,"['good', 'product', 'dont', 'expect', 'miracles']","['O', 'I_PT', 'O', 'O', 'O']"
924,really like companies trying ecofriendly produce great quality products .,"['really', 'like', 'companies', 'trying', 'ecofriendly', 'produce', 'great', 'quality', 'products', '.']","['O', 'O', 'O', 'O', 'B_BR', 'O', 'O', 'B-QU-POS', 'B-QU-POS', 'O']"
925,feels great clean moisturizing .,"['feels', 'great', 'clean', 'moisturizing', '.']","['O', 'O', 'O', 'B-SE-POS', 'O']"
926,product lasted 2 months used body wash shower hand soap bathroom .,"['product', 'lasted', '2', 'months', 'used', 'body', 'wash', 'shower', 'hand', 'soap', 'bathroom', '.']","['O', 'I-QU-POS', 'I-QU-POS', 'I-QU-POS', 'O', 'B_PT', 'B_PT', 'I_PT', 'I_PT', 'I_PT', 'I_PT', 'O']"
927,refilled hand soap twice shower wash 3 times .,"['refilled', 'hand', 'soap', 'twice', 'shower', 'wash', '3', 'times', '.']","['O', 'I_PT', 'I_PT', 'O', 'I-QU-POS', 'I-QU-POS', 'I-QU-POS', 'I-QU-POS', 'O']"
928,12 oz bottles one person .,"['12', 'oz', 'bottles', 'one', 'person', '.']","['O', 'O', 'B-PK-POS', 'O', 'O', 'O']"
929,friends come weekends used hand soap love .,"['friends', 'come', 'weekends', 'used', 'hand', 'soap', 'love', '.']","['O', 'O', 'O', 'O', 'I_PT', 'I_PT', 'O', 'O']"
930,tried order another one coconut vanilla not available .,"['tried', 'order', 'another', 'one', 'coconut', 'vanilla', 'not', 'available', '.']","['O', 'O', 'O', 'O', 'B_IN', 'B_IN', 'O', 'O', 'O']"
931,ordered citrus sea salt received yesterday .,"['ordered', 'citrus', 'sea', 'salt', 'received', 'yesterday', '.']","['O', 'I_IN', 'I_IN', 'I_IN', 'O', 'O', 'O']"
932,bought loved 2nd order arrived damaged soap outer package,"['bought', 'loved', '2nd', 'order', 'arrived', 'damaged', 'soap', 'outer', 'package']","['O', 'O', 'O', 'O', 'O', 'O', 'I_PT', 'I_PT', 'I_PT']"
933,puracys allnatural body wash become staple household good reason .,"['puracys', 'allnatural', 'body', 'wash', 'become', 'staple', 'household', 'good', 'reason', '.']","['B_BR', 'B_BR', 'B_PT', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O']"
934,one standout features emphasis clean ingredients making safe choice whole family.what sets puracy apart commitment using natural plantbased ingredients .,"['one', 'standout', 'features', 'emphasis', 'clean', 'ingredients', 'making', 'safe', 'choice', 'whole', 'family.what', 'sets', 'puracy', 'apart', 'commitment', 'using', 'natural', 'plantbased', 'ingredients', '.']","['O', 'O', 'O', 'O', 'B_IN', 'B_IN', 'O', 'O', 'O', 'O', 'O', 'O', 'I_BR', 'O', 'O', 'O', 'O', 'I_IN', 'I_IN', 'O']"
935,wont find harsh chemicals sulfates synthetic fragrances .,"['wont', 'find', 'harsh', 'chemicals', 'sulfates', 'synthetic', 'fragrances', '.']","['O', 'O', 'I_IN', 'I_IN', 'I_IN', 'B-SC-POS', 'B-SC-POS', 'O']"
936,instead packed botanical extracts not cleanse effectively also nourish skin .,"['instead', 'packed', 'botanical', 'extracts', 'not', 'cleanse', 'effectively', 'also', 'nourish', 'skin', '.']","['O', 'O', 'I_PT', 'I_PT', 'O', 'O', 'O', 'O', 'B-SE-POS', 'B_BP', 'O']"
937,relief know using product prioritizes familys wellbeing.the formulation gentle yet effective providing thorough cleanse without causing dryness irritation .,"['relief', 'know', 'using', 'product', 'prioritizes', 'familys', 'wellbeing.the', 'formulation', 'gentle', 'yet', 'effective', 'providing', 'thorough', 'cleanse', 'without', 'causing', 'dryness', 'irritation', '.']","['O', 'O', 'O', 'I_PT', 'I_PT', 'I_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HY-POS', 'O', 'O']"
938,especially important sensitiveskinned children .,"['especially', 'important', 'sensitiveskinned', 'children', '.']","['O', 'O', 'I-SE-POS', 'O', 'O']"
939,theyve no adverse reactions huge win book .,"['theyve', 'no', 'adverse', 'reactions', 'huge', 'win', 'book', '.']","['O', 'O', 'O', 'O', 'O', 'I_PT', 'I_PT', 'O']"
940,bought item around four months ago still 13 left use .,"['bought', 'item', 'around', 'four', 'months', 'ago', 'still', '13', 'left', 'use', '.']","['O', 'O', 'O', 'B-QU-POS', 'B-QU-POS', 'O', 'O', 'O', 'O', 'O', 'O']"
941,pump broken would not function used recycled pump .,"['pump', 'broken', 'would', 'not', 'function', 'used', 'recycled', 'pump', '.']","['B-PK-NEG', 'O', 'O', 'O', 'O', 'O', 'I-PK-NEG', 'I-PK-NEG', 'O']"
942,sensitive acne prone skin usually need kind treatment control breakouts back yes already look shampoo causing issues .,"['sensitive', 'acne', 'prone', 'skin', 'usually', 'need', 'kind', 'treatment', 'control', 'breakouts', 'back', 'yes', 'already', 'look', 'shampoo', 'causing', 'issues', '.']","['B-SE-POS', 'B-VP-NEG', 'B-VP-NEG', 'B_BP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I_PT', 'O', 'O', 'O']"
943,use natural non clogging skin care items still skin needs extra care .,"['use', 'natural', 'non', 'clogging', 'skin', 'care', 'items', 'still', 'skin', 'needs', 'extra', 'care', '.']","['O', 'O', 'B-VP-NEG', 'B-VP-NEG', 'I_BP', 'O', 'O', 'O', 'I_BP', 'O', 'O', 'O', 'O']"
944,lack moisture really affects skin leading break outs needed body wash nourished skin .,"['lack', 'moisture', 'really', 'affects', 'skin', 'leading', 'break', 'outs', 'needed', 'body', 'wash', 'nourished', 'skin', '.']","['O', 'I-SE-POS', 'O', 'O', 'I_BP', 'O', 'O', 'O', 'O', 'I_PT', 'I_PT', 'I-SE-POS', 'I_BP', 'I_BP']"
945,im perfectionist usually go product product till find effective affordable item meeting needs .,"['im', 'perfectionist', 'usually', 'go', 'product', 'product', 'till', 'find', 'effective', 'affordable', 'item', 'meeting', 'needs', '.']","['O', 'O', 'O', 'O', 'I_PT', 'I_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
946,body wash perfect .,"['body', 'wash', 'perfect', '.']","['I_PT', 'I_PT', 'O', 'O']"
947,not dry skin nice light smell lathers enough feel clean smoothed breakouts constantly shoulders last ten years .,"['not', 'dry', 'skin', 'nice', 'light', 'smell', 'lathers', 'enough', 'feel', 'clean', 'smoothed', 'breakouts', 'constantly', 'shoulders', 'last', 'ten', 'years', '.']","['O', 'B-HY-NEG', 'I_BP', 'O', 'O', 'B-SC-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I_BP', 'O', 'I-QU-POS', 'I-QU-POS', 'O']"
948,ive used several best soaps money not work well stuff .,"['ive', 'used', 'several', 'best', 'soaps', 'money', 'not', 'work', 'well', 'stuff', '.']","['O', 'O', 'O', 'O', 'I_PT', 'B-PE-NEG', 'O', 'O', 'O', 'O', 'O']"
